time_s,Temperature_uniform_noise
1831.276,36.71
1832.357,36.71
1833.438,36.69
1834.519,36.71
1835.6,36.77
1836.681,36.85
1837.762,36.79
1838.843,36.79
1839.924,36.73
1841.005,36.65
1842.086,36.73
1843.167,36.69
1844.248,36.79
1845.329,36.71
1846.418,36.69
1847.5,36.79
1848.581,36.77
1849.662,36.79
1850.743,36.81
1851.824,36.79
1852.905,36.87
1853.986,36.89
1855.067,36.85
1856.148,36.85
1857.229,36.81
1858.31,36.85
1859.406,36.85
1860.487,36.79
1861.568,36.73
1862.649,36.81
1863.73,36.79
1864.811,36.81
1865.892,36.77
1866.973,36.77
1868.054,36.77
1869.135,36.81
1870.216,36.81
1871.297,36.77
1872.378,36.71
1873.459,36.73
1874.54,36.87
1875.621,36.85
1876.702,36.79
1877.783,36.85
1878.864,36.77
1879.945,36.85
1881.026,36.77
1882.107,36.81
1883.188,36.79
1884.269,36.85
1885.35,36.81
1886.431,36.85
1887.512,36.81
1888.593,36.71
1889.674,36.69
1890.755,36.81
1891.836,36.69
1892.917,36.81
1894.014,36.85
1895.095,36.77
1896.176,36.77
1897.257,36.65
1898.338,36.63
1899.419,36.65
1900.5,36.57
1901.581,36.65
1902.662,36.61
1903.743,36.71
1904.824,36.65
1905.905,36.61
1906.986,36.69
1908.067,36.63
1909.148,36.65
1910.229,36.61
1911.31,36.65
1912.391,36.61
1913.472,36.69
1914.553,36.63
1915.634,36.73
1916.715,36.69
1917.796,36.63
1918.877,36.61
1919.958,36.57
1921.039,36.65
1922.12,36.61
1923.201,36.61
1924.282,36.63
1925.363,36.65
1926.444,36.57
1927.525,36.63
1928.621,36.55
1929.702,36.53
1930.783,36.71
1931.864,36.65
1932.946,36.63
1934.027,36.57
1935.108,36.61
1936.189,36.57
1937.27,36.57
1938.351,36.55
1939.432,36.49
1940.513,36.47
1941.594,36.55
1942.675,36.53
1943.756,36.53
1944.837,36.55
1945.918,36.53
1946.999,36.49
1948.08,36.61
1949.161,36.55
1950.242,36.45
1951.323,36.41
1952.404,36.47
1953.485,36.45
1954.566,36.39
1955.647,36.49
1956.728,36.41
1957.809,36.39
1958.89,36.49
1959.971,36.53
1961.052,36.47
1962.133,36.41
1963.23,36.39
1964.311,36.47
1965.392,36.37
1966.473,36.41
1967.554,36.47
1968.635,36.37
1969.716,36.47
1970.797,36.41
1971.878,36.45
1972.959,36.47
1974.04,36.55
1975.121,36.55
1976.202,36.55
1977.283,36.53
1978.364,36.53
1979.445,36.47
1980.526,36.39
1981.607,36.57
1982.696,36.55
1983.777,36.53
1984.858,36.63
1985.939,36.55
1987.02,36.55
1988.101,36.55
1989.182,36.57
1990.263,36.63
1991.344,36.57
1992.425,36.63
1993.506,36.71
1994.587,36.61
1995.668,36.63
1996.749,36.65
1997.845,36.57
1998.926,36.63
2000.007,36.69
2001.088,36.63
2002.169,36.61
2003.25,36.63
2004.331,36.65
2005.412,36.55
2006.493,36.63
2007.574,36.65
2008.655,36.65
2009.736,36.63
2010.817,36.63
2011.898,36.65
2012.979,36.57
2014.06,36.49
2015.141,36.57
2016.222,36.53
2017.303,36.63
2018.384,36.69
2019.465,36.69
2020.546,36.71
2021.627,36.61
2022.708,36.65
2023.789,36.65
2024.87,36.69
2025.951,36.63
2027.032,36.65
2028.113,36.63
2029.194,36.65
2030.275,36.61
2031.356,36.57
2032.453,36.55
2033.534,36.65
2034.615,36.69
2035.696,36.65
2036.777,36.65
2037.858,36.77
2038.939,36.57
2040.02,36.69
2041.101,36.65
2042.182,36.65
2043.263,36.55
2044.344,36.65
2045.425,36.69
2046.506,36.65
2047.587,36.69
2048.668,36.69
2049.749,36.63
2050.83,36.69
2051.911,36.63
2052.992,36.77
2054.073,36.53
2055.154,36.47
2056.236,36.55
2057.319,36.53
2058.402,36.53
2059.485,36.57
2060.568,36.57
2061.651,36.61
2062.734,36.63
2063.817,36.57
2064.9,36.57
2065.983,36.61
2067.08,36.57
2068.163,36.57
2069.246,36.71
2070.331,36.55
2071.415,36.65
2072.499,36.65
2073.583,36.63
2074.667,36.63
2075.751,36.61
2076.835,36.71
2077.919,36.97
2079.003,36.89
2080.087,36.97
2081.171,36.95
2082.255,36.77
2083.339,36.73
2084.423,36.73
2085.507,36.73
2086.591,36.71
2087.675,36.79
2088.759,36.77
2089.843,36.73
2090.927,36.71
2092.011,34.25
2093.095,35.37
2094.179,36.17
2095.263,36.47
2096.347,36.37
2097.431,36.37
2098.515,36.37
2099.599,36.45
2100.683,36.41
2101.783,36.45
2102.867,36.37
2103.951,36.37
2105.035,36.31
2106.119,36.13
2107.203,36.13
2108.287,36.23
2109.371,36.33
2110.455,36.25
2111.539,36.25
2112.623,36.23
2113.707,36.31
2114.791,36.25
2115.875,36.17
2116.959,36.15
2118.043,36.17
2119.135,36.17
2120.219,36.15
2121.303,36.15
2122.387,36.21
2123.472,36.23
2124.556,36.15
2125.64,36.09
2126.724,36.17
2127.808,36.33
2128.893,36.49
2129.977,36.41
2131.061,36.33
2132.145,36.33
2133.229,36.23
2134.313,36.41
2135.397,36.37
2136.496,36.29
2137.58,36.21
2138.664,36.23
2139.748,36.29
2140.832,36.25
2141.916,36.25
2143.0,36.25
2144.084,36.23
2145.168,36.25
2146.252,36.15
2147.336,36.25
2148.42,36.17
2149.504,36.25
2150.588,36.21
2151.672,36.21
2152.756,36.17
2153.84,36.25
2154.924,36.21
2156.008,36.21
2157.092,36.15
2158.176,36.13
2159.26,36.17
2160.344,36.15
2161.428,36.13
2162.512,36.09
2163.596,36.05
2164.68,36.05
2165.764,36.13
2166.848,36.13
2167.932,36.05
2169.016,36.13
2170.101,36.13
2171.201,36.13
2172.285,36.01
2173.369,36.01
2174.453,35.97
2175.537,36.09
2176.621,36.05
2177.705,36.05
2178.789,35.99
2179.873,35.99
2180.957,35.99
2182.041,35.99
2183.125,36.01
2184.209,36.01
2185.293,35.99
2186.377,35.99
2187.461,35.99
2188.545,35.97
2189.629,35.97
2190.713,35.97
2191.797,35.91
2192.881,35.89
2193.965,35.91
2195.049,35.97
2196.133,35.97
2197.217,35.97
2198.301,35.91
2199.385,35.99
2200.469,35.99
2201.553,35.89
2202.637,35.93
2203.721,35.91
2204.805,35.97
2205.904,35.97
2206.988,36.01
2208.072,35.97
2209.156,35.93
2210.24,35.97
2211.324,35.93
2212.408,35.97
2213.492,35.93
2214.576,35.93
2215.66,35.97
2216.744,35.97
2217.828,35.89
2218.912,35.97
2219.996,35.93
2221.08,35.99
2222.164,35.97
2223.248,35.89
2224.332,35.99
2225.416,36.05
2226.5,36.05
2227.584,36.05
2228.668,36.05
2229.752,36.05
2230.836,36.01
2231.92,35.99
2233.004,36.05
2234.088,35.99
2235.172,36.05
2236.256,35.97
2237.34,36.01
2238.424,36.07
2239.508,36.05
2240.608,36.05
2241.692,36.09
2242.776,36.07
2243.86,36.07
2244.944,36.05
2246.029,36.05
2247.113,36.09
2248.197,36.07
2249.281,36.13
2250.365,36.09
2251.449,36.15
2252.533,36.17
2253.617,36.05
2254.701,36.09
2255.793,36.01
2256.877,36.07
2257.961,36.09
2259.045,36.09
2260.129,36.01
2261.213,36.09
2262.297,36.07
2263.381,36.07
2264.465,36.13
2265.549,36.09
2266.633,36.07
2267.717,36.01
2268.801,36.05
2269.885,36.07
2270.969,36.15
2272.053,36.09
2273.138,36.01
2274.222,35.97
2275.321,35.99
2276.405,35.99
2277.489,35.99
2278.573,36.01
2279.657,36.01
2280.741,36.01
2281.825,35.99
2282.909,36.01
2283.993,36.07
2285.077,36.05
2286.161,35.99
2287.245,36.01
2288.329,35.93
2289.413,35.99
2290.497,35.93
2291.581,36.01
2292.665,35.99
2293.749,36.01
2294.833,36.01
2295.918,36.01
2297.002,36.07
2298.086,36.01
2299.17,36.07
2300.254,35.97
2301.338,36.01
2302.422,36.05
2303.506,36.05
2304.59,36.05
2305.674,36.05
2306.758,36.05
2307.842,35.99
2308.926,36.01
2310.071,36.05
2311.168,35.97
2312.265,35.97
2313.363,36.05
2314.46,35.91
2315.558,36.01
2316.655,35.93
2317.752,35.97
2318.85,35.99
2319.948,35.97
2321.046,36.01
2322.144,35.97
2323.241,35.99
2324.338,36.01
2325.436,35.99
2326.533,35.99
2327.63,36.01
2328.728,36.05
2329.826,35.97
2330.923,35.99
2332.02,36.01
2333.117,36.01
2334.215,35.91
2335.313,35.89
2336.41,35.97
2337.507,35.93
2338.604,35.97
2339.701,36.01
2340.798,36.01
2341.896,36.07
2342.994,35.97
2344.091,36.01
2345.203,36.01
2346.299,35.99
2347.395,35.99
2348.492,35.91
2349.588,36.15
2350.684,36.23
2351.78,36.15
2352.876,36.17
2353.973,36.15
2355.069,36.13
2356.166,36.17
2357.262,36.15
2358.358,36.17
2359.454,36.09
2360.551,36.13
2361.647,36.13
2362.743,36.07
2363.84,36.09
2364.937,36.07
2366.034,36.09
2367.13,36.09
2368.226,36.13
2369.322,36.09
2370.418,36.05
2371.515,36.07
2372.611,36.09
2373.707,36.13
2374.804,36.05
2375.9,36.09
2376.996,36.07
2378.092,36.07
2379.188,36.05
2380.3,36.07
2381.396,36.09
2382.492,36.05
2383.588,36.05
2384.685,36.05
2385.782,36.05
2386.878,36.05
2387.974,35.97
2389.07,36.05
2390.166,36.01
2391.262,35.97
2392.366,36.05
2393.462,36.07
2394.558,36.07
2395.654,35.97
2396.751,35.99
2397.847,35.99
2398.942,36.09
2400.037,36.07
2401.132,36.09
2402.227,36.05
2403.322,36.05
2404.417,35.99
2405.512,36.01
2406.607,35.93
2407.702,35.99
2408.797,36.01
2409.892,36.07
2410.987,36.05
2412.082,36.01
2413.177,36.05
2414.272,36.05
2415.382,36.01
2416.477,36.01
2417.572,35.99
2418.667,36.05
2419.762,36.01
2420.857,36.01
2421.952,35.97
2423.047,35.97
2424.142,35.99
2425.237,36.01
2426.332,35.99
2427.427,35.99
2428.522,35.85
2429.617,35.83
2430.712,35.99
2431.807,35.89
2432.902,35.89
2433.997,35.99
2435.092,35.97
2436.187,35.99
2437.282,35.97
2438.377,36.01
2439.472,35.99
2440.567,35.97
2441.66,36.05
2442.753,36.01
2443.846,35.99
2444.939,35.99
2446.032,36.01
2447.125,36.05
2448.218,35.99
2449.311,35.97
2450.42,35.97
2451.513,35.99
2452.606,36.05
2453.699,35.99
2454.792,36.01
2455.885,36.01
2456.978,36.07
2458.071,36.01
2459.164,36.05
2460.257,36.05
2461.35,36.05
2462.443,36.05
2463.536,36.01
2464.629,36.15
2465.722,36.05
2466.815,36.17
2467.908,36.15
2469.001,36.17
2470.094,36.17
2471.187,36.17
2472.28,36.15
2473.373,36.13
2474.466,36.17
2475.559,36.17
2476.652,36.17
2477.745,36.21
2478.838,36.09
2479.931,36.21
2481.024,36.13
2482.117,36.13
2483.21,36.17
2484.303,36.15
2485.411,36.15
2486.504,36.23
2487.597,36.21
2488.69,36.23
2489.783,36.29
2490.876,36.13
2491.969,36.25
2493.062,36.23
2494.155,36.29
2495.248,36.25
2496.341,36.25
2497.434,36.29
2498.527,36.29
2499.62,36.33
2500.713,36.23
2501.806,36.25
2502.899,36.29
2503.992,36.25
2505.085,36.23
2506.178,36.29
2507.271,36.23
2508.364,36.29
2509.457,36.29
2510.55,36.25
2511.643,36.25
2512.736,36.29
2513.829,36.23
2514.922,36.31
2516.015,36.29
2517.108,36.29
2518.201,36.29
2519.294,36.25
2520.403,36.31
2521.496,36.29
2522.589,36.09
2523.682,36.15
2524.775,36.23
2525.868,36.21
2526.961,36.21
2528.054,36.29
2529.147,36.31
2530.248,36.23
2531.341,36.15
2532.434,36.29
2533.528,36.23
2534.621,36.23
2535.714,36.23
2536.807,36.25
2537.9,36.21
2538.993,36.29
2540.087,36.25
2541.18,36.17
2542.273,36.23
2543.366,36.25
2544.459,36.17
2545.552,36.25
2546.645,36.17
2547.738,36.25
2548.831,36.17
2549.924,36.23
2551.017,36.25
2552.11,36.33
2553.203,36.29
2554.296,36.31
2555.404,36.33
2556.497,36.21
2557.59,36.39
2558.683,36.33
2559.776,36.31
2560.869,36.33
2561.962,36.29
2563.055,36.29
2564.148,36.23
2565.241,36.21
2566.334,36.23
2567.427,36.25
2568.52,36.21
2569.613,36.31
2570.706,36.23
2571.799,36.25
2572.892,36.31
2573.985,36.25
2575.078,36.25
2576.171,36.25
2577.264,36.31
2578.357,36.41
2579.45,36.37
2580.543,36.37
2581.636,36.25
2582.729,36.29
2583.822,36.23
2584.915,36.23
2586.008,36.25
2587.101,36.25
2588.194,36.21
2589.287,36.17
2590.396,36.25
2591.489,36.29
2592.582,36.21
2593.675,36.25
2594.768,36.23
2595.861,36.25
2596.954,36.29
2598.047,36.25
2599.14,36.23
2600.233,36.23
2601.326,36.29
2602.419,36.23
2603.512,36.29
2604.605,36.25
2605.698,36.31
2606.791,36.25
2607.884,36.29
2608.977,36.25
2610.07,36.31
2611.163,36.23
2612.256,36.29
2613.349,36.21
2614.442,36.31
2615.535,36.21
2616.628,36.21
2617.721,36.17
2618.814,36.25
2619.907,36.21
2621.0,36.29
2622.093,36.25
2623.186,36.25
2624.279,36.29
2625.387,36.13
2626.48,36.23
2627.573,36.23
2628.666,36.25
2629.759,36.21
2630.852,36.17
2631.945,36.13
2633.038,36.21
2634.131,36.13
2635.224,36.25
2636.317,36.17
2637.41,36.25
2638.503,36.21
2639.596,36.21
2640.689,36.13
2641.782,36.17
2642.875,36.17
2643.968,36.23
2645.061,36.07
2646.154,36.09
2647.247,36.13
2648.34,36.13
2649.433,36.09
2650.526,36.07
2651.619,36.09
2652.712,36.09
2653.805,36.15
2654.898,36.13
2655.991,36.15
2657.084,36.21
2658.177,36.13
2659.27,36.15
2660.379,36.13
2661.472,36.15
2662.565,36.09
2663.658,36.17
2664.751,36.15
2665.844,36.05
2666.937,36.13
2668.038,36.15
2669.131,36.09
2670.225,36.21
2671.318,36.15
2672.411,36.15
2673.504,36.13
2674.597,36.23
2675.69,36.21
2676.783,36.15
2677.876,36.25
2678.969,36.23
2680.062,36.17
2681.155,36.17
2682.248,36.25
2683.342,36.13
2684.435,36.25
2685.528,36.09
2686.621,36.07
2687.714,36.07
2688.807,36.15
2689.9,36.15
2690.993,36.17
2692.086,36.29
2693.179,36.25
2694.272,36.17
2695.38,36.21
2696.473,36.17
2697.566,36.15
2698.659,36.15
2699.752,36.05
2700.845,36.09
2701.938,36.15
2703.031,36.13
2704.124,36.13
2705.217,36.17
2706.31,36.15
2707.403,36.21
2708.496,36.09
2709.589,36.09
2710.682,36.13
2711.776,36.13
2712.869,36.09
2713.962,36.09
2715.055,36.15
2716.148,36.13
2717.241,36.07
2718.334,36.15
2719.427,36.09
2720.52,36.15
2721.613,36.09
2722.706,36.09
2723.799,36.07
2724.892,36.07
2725.985,36.07
2727.078,36.07
2728.171,36.05
2729.264,36.09
2730.373,36.07
2731.466,36.01
2732.559,36.01
2733.652,36.05
2734.745,36.09
2735.838,35.99
2736.931,36.09
2738.024,35.99
2739.117,36.05
2740.21,35.97
2741.303,36.01
2742.396,36.05
2743.489,35.99
2744.582,35.99
2745.675,36.05
2746.768,36.05
2747.861,35.99
2748.954,36.01
2750.047,35.97
2751.14,36.05
2752.233,36.01
2753.326,36.05
2754.419,36.07
2755.512,36.13
2756.605,36.05
2757.698,36.01
2758.791,36.01
2759.884,36.13
2760.977,35.99
2762.07,36.05
2763.163,36.07
2764.256,36.13
2765.364,36.07
2766.457,36.09
2767.55,36.05
2768.643,36.05
2769.736,36.07
2770.829,36.07
2771.922,36.15
2773.015,36.15
2774.108,36.09
2775.201,36.09
2776.294,35.99
2777.387,36.07
2778.48,36.01
2779.573,36.09
2780.666,36.07
2781.759,36.15
2782.852,36.13
2783.945,36.07
2785.038,36.07
2786.131,36.05
2787.224,36.07
2788.317,36.07
2789.41,36.05
2790.503,36.05
2791.596,36.05
2792.689,36.05
2793.782,36.05
2794.875,35.99
2795.968,36.01
2797.061,36.07
2798.154,35.89
2799.247,35.91
2800.356,35.99
2801.449,35.99
2802.542,35.91
2803.635,35.97
2804.728,35.93
2805.829,35.91
2806.922,36.01
2808.015,35.99
2809.108,36.05
2810.201,35.97
2811.294,35.91
2812.387,36.07
2813.48,35.97
2814.573,35.97
2815.666,35.97
2816.759,35.97
2817.852,35.97
2818.945,35.93
2820.038,35.99
2821.131,36.01
2822.224,35.93
2823.317,35.93
2824.41,35.85
2825.503,35.91
2826.596,35.91
2827.689,35.91
2828.782,35.89
2829.875,35.91
2830.968,35.91
2832.061,36.01
2833.154,35.97
2834.247,35.89
2835.355,35.85
2836.448,35.91
2837.541,35.89
2838.634,35.85
2839.727,35.89
2840.82,35.91
2841.913,35.89
2843.006,35.91
2844.099,35.89
2845.192,35.89
2846.285,35.91
2847.378,35.89
2848.471,35.83
2849.564,35.83
2850.657,35.81
2851.75,35.89
2852.843,35.85
2853.936,35.89
2855.029,35.91
2856.122,35.85
2857.215,35.81
2858.308,35.83
2859.401,35.81
2860.494,35.77
2861.587,35.81
2862.68,35.89
2863.773,35.75
2864.866,35.81
2865.959,35.81
2867.052,35.77
2868.145,35.71
2869.238,35.81
2870.347,35.83
2871.44,35.85
2872.533,35.77
2873.626,35.81
2874.719,35.81
2875.812,35.75
2876.905,35.75
2877.998,35.77
2879.091,35.77
2880.184,35.77
2881.277,35.83
2882.37,35.77
2883.463,35.85
2884.556,35.85
2885.649,35.71
2886.742,35.75
2887.835,35.81
2888.928,35.69
2890.021,35.75
2891.114,35.77
2892.207,35.75
2893.3,35.71
2894.393,35.71
2895.486,35.63
2896.579,35.81
2897.672,35.77
2898.765,35.75
2899.858,35.83
2900.951,35.75
2902.044,35.67
2903.137,35.75
2904.23,35.71
2905.338,35.67
2906.431,35.75
2907.524,35.69
2908.617,35.77
2909.71,35.77
2910.803,35.71
2911.896,35.77
2912.989,35.81
2914.082,35.71
2915.175,35.75
2916.268,35.85
2917.361,35.75
2918.454,35.75
2919.547,35.77
2920.64,35.71
2921.733,35.75
2922.826,35.61
2923.919,35.67
2925.012,35.67
2926.105,35.59
2927.198,35.69
2928.291,35.75
2929.384,35.75
2930.477,35.69
2931.57,35.67
2932.663,35.71
2933.756,35.71
2934.849,35.71
2935.942,35.75
2937.035,35.67
2938.128,35.63
2939.221,35.69
2940.33,35.71
2941.423,35.63
2942.516,35.75
2943.617,35.71
2944.71,35.81
2945.803,35.69
2946.896,35.69
2947.989,35.75
2949.082,35.69
2950.175,35.81
2951.268,35.71
2952.361,35.71
2953.454,35.69
2954.547,35.69
2955.64,35.75
2956.733,35.61
2957.826,35.67
2958.919,35.67
2960.012,35.69
2961.105,35.63
2962.198,35.71
2963.291,35.69
2964.384,35.67
2965.477,35.69
2966.57,35.69
2967.663,35.63
2968.756,35.63
2969.849,35.63
2970.942,35.67
2972.035,35.67
2973.128,35.63
2974.221,35.67
2975.329,35.67
2976.422,35.67
2977.515,35.69
2978.608,35.63
2979.701,35.55
2980.794,35.63
2981.887,35.55
2982.98,35.59
2984.073,35.67
2985.166,35.67
2986.259,35.61
2987.352,35.63
2988.445,35.67
2989.538,35.63
2990.631,35.69
2991.724,35.69
2992.817,35.67
2993.91,35.63
2995.003,35.69
2996.096,35.63
2997.189,35.61
2998.282,35.53
2999.375,35.63
3000.468,35.63
3001.561,35.55
3002.654,35.61
3003.747,35.63
3004.84,35.59
3005.933,35.63
3007.026,35.63
3008.119,35.61
3009.212,35.63
3010.321,35.63
3011.414,35.55
3012.507,35.55
3013.6,35.59
3014.693,35.55
3015.786,35.63
3016.879,35.71
3017.972,35.59
3019.065,35.67
3020.158,35.71
3021.251,35.75
3022.344,35.63
3023.437,35.69
3024.53,35.69
3025.623,35.75
3026.716,35.75
3027.809,35.67
3028.902,35.69
3029.995,35.77
3031.088,35.75
3032.181,35.75
3033.274,35.77
3034.367,35.77
3035.46,35.81
3036.553,35.83
3037.646,35.77
3038.739,35.81
3039.832,35.83
3040.925,35.83
3042.018,35.81
3043.111,35.81
3044.204,35.85
3045.312,35.85
3046.405,35.91
3047.498,35.83
3048.591,35.91
3049.684,35.89
3050.777,35.93
3051.87,35.81
3052.963,35.89
3054.056,35.91
3055.149,35.89
3056.242,35.91
3057.335,36.01
3058.428,36.01
3059.521,35.97
3060.614,36.01
3061.707,35.89
3062.8,35.97
3063.893,36.05
3064.986,36.05
3066.079,35.97
3067.172,35.97
3068.265,36.01
3069.358,35.93
3070.451,36.07
3071.544,35.97
3072.637,36.05
3073.73,36.07
3074.823,36.05
3075.916,36.01
3077.009,35.99
3078.102,36.07
3079.195,35.99
3080.304,36.01
3081.437,35.91
3082.53,35.97
3083.623,35.91
3084.716,35.99
3085.809,35.93
3086.902,35.99
3087.995,35.97
3089.088,36.01
3090.181,36.01
3091.274,36.05
3092.367,36.07
3093.46,36.07
3094.58,36.13
3095.673,35.99
3096.766,36.05
3097.859,36.07
3098.952,36.15
3100.045,36.13
3101.138,36.13
3102.231,36.07
3103.324,36.13
3104.417,36.15
3105.51,36.17
3106.603,36.13
3107.727,36.05
3108.82,36.01
3109.913,35.99
3111.006,36.07
3112.099,36.01
3113.192,36.01
3114.285,36.05
3115.393,36.01
3116.486,36.07
3117.579,36.07
3118.672,36.09
3119.765,36.09
3120.886,36.13
3121.979,36.09
3123.072,36.13
3124.165,36.07
3125.258,36.01
3126.351,36.13
3127.444,36.07
3128.537,36.09
3129.63,36.15
3130.723,36.13
3131.816,36.09
3132.909,36.13
3134.033,36.21
3135.126,36.15
3136.219,36.17
3137.312,36.07
3138.405,36.09
3139.498,36.01
3140.591,36.07
3141.686,36.05
3142.781,36.05
3143.876,36.07
3144.971,36.07
3146.066,36.05
3147.194,36.13
3148.289,36.13
3149.384,36.07
3150.495,36.09
3151.59,36.09
3152.685,35.91
3153.78,36.05
3154.875,35.99
3155.97,36.07
3157.065,36.05
3158.16,36.01
3159.321,36.05
3160.416,36.01
3161.511,36.05
3162.606,36.01
3163.702,36.01
3164.798,36.01
3165.894,36.09
3166.99,36.09
3168.086,36.13
3169.182,36.07
3170.278,36.09
3171.374,36.13
3172.47,35.89
3173.566,35.85
3174.662,35.83
3175.758,36.01
3176.866,36.01
3177.962,36.09
3179.058,36.05
3180.154,36.07
3181.25,36.15
3182.346,36.17
3183.442,36.15
3184.538,36.17
3185.649,36.17
3186.745,36.13
3187.841,36.13
3188.937,36.15
3190.033,35.99
3191.129,36.07
3192.225,35.93
3193.333,36.07
3194.429,36.01
3195.525,36.05
3196.621,36.01
3197.717,36.01
3198.813,36.05
3199.909,36.07
3201.005,36.07
3202.101,36.05
3203.197,36.07
3204.293,36.09
3205.39,36.01
3206.486,36.01
3207.583,36.01
3208.679,35.99
3209.842,35.91
3210.938,35.93
3212.034,35.97
3213.13,35.89
3214.226,35.85
3215.322,35.93
3216.418,35.93
3217.514,35.89
3218.611,35.99
3219.709,36.01
3220.828,36.01
3221.924,35.97
3223.021,35.89
3224.117,35.85
3225.214,35.89
3226.311,35.91
3227.407,35.85
3228.504,35.89
3229.601,35.89
3230.697,35.97
3231.793,35.89
3232.889,35.97
3233.985,35.91
3235.082,35.99
3236.178,35.93
3237.275,35.91
3238.371,35.89
3239.468,35.77
3240.564,35.75
3241.66,35.75
3242.756,35.75
3243.852,35.83
3244.948,35.77
3246.044,35.81
3247.14,35.77
3248.237,35.85
3249.334,35.89
3250.431,35.85
3251.528,35.85
3252.625,35.75
3253.721,35.81
3254.818,35.67
3255.929,35.69
3257.025,35.77
3258.121,35.75
3259.217,35.85
3260.313,35.85
3261.409,35.91
3262.505,35.85
3263.601,35.85
3264.697,35.85
3265.793,35.85
3266.889,35.81
3267.986,35.69
3269.083,35.69
3270.179,35.77
3271.275,35.85
3272.372,35.75
3273.468,35.59
3274.564,35.61
3275.66,35.63
3276.756,35.75
3277.853,35.69
3278.949,35.75
3280.046,35.63
3281.143,35.67
3282.239,35.67
3283.335,35.67
3284.432,35.93
3285.529,35.99
3286.625,36.01
3287.722,35.93
3288.819,35.83
3289.916,35.75
3291.028,35.75
3292.124,35.69
3293.221,35.91
3294.317,35.83
3295.413,35.85
3296.509,35.89
3297.605,35.85
3298.702,36.01
3299.799,36.05
3300.895,35.89
3301.991,35.89
3303.088,35.67
3304.184,35.77
3305.281,35.77
3306.378,35.77
3307.475,35.67
3308.572,35.69
3309.668,35.75
3310.765,35.81
3311.862,35.77
3312.958,35.83
3314.054,35.75
3315.151,35.69
3316.247,35.77
3317.343,35.85
3318.439,35.69
3319.536,35.69
3320.633,35.83
3321.729,35.81
3322.825,35.81
3323.921,35.75
3325.017,35.85
3326.128,35.83
3327.224,35.77
3328.32,35.93
3329.417,35.91
3330.513,35.83
3331.61,35.85
3332.706,35.83
3333.802,35.97
3334.898,35.89
3335.995,35.89
3337.091,35.89
3338.188,35.91
3339.284,35.91
3340.38,35.99
3341.477,35.93
3342.574,35.93
3343.671,35.97
3344.767,35.85
3345.863,35.97
3346.959,35.99
3348.056,35.93
3349.152,35.97
3350.248,35.97
3351.345,36.07
3352.442,36.05
3353.538,35.97
3354.634,36.05
3355.73,35.99
3356.826,35.97
3357.924,36.01
3359.027,35.99
3360.123,35.99
3361.235,36.01
3362.331,35.99
3363.428,35.97
3364.525,35.97
3365.622,35.91
3366.718,35.89
3367.815,35.85
3368.912,35.91
3370.009,35.89
3371.105,35.93
3372.202,35.97
3373.299,36.01
3374.396,36.13
3375.492,35.97
3376.588,35.97
3377.684,35.85
3378.781,35.89
3379.877,35.83
3380.973,35.89
3382.07,35.93
3383.166,35.99
3384.263,35.75
3385.359,35.75
3386.455,35.83
3387.551,35.83
3388.647,35.83
3389.743,35.89
3390.84,35.77
3391.936,35.99
3393.032,35.97
3394.129,35.89
3395.225,35.83
3396.336,35.97
3397.432,35.91
3398.529,35.89
3399.626,35.97
3400.723,35.69
3401.82,35.75
3402.917,35.71
3404.013,35.71
3405.11,35.75
3406.206,35.71
3407.303,35.77
3408.4,35.69
3409.497,35.69
3410.593,35.81
3411.689,35.83
3412.785,35.75
3413.881,35.85
3414.977,35.63
3416.073,35.67
3417.17,35.71
3418.266,35.81
3419.362,35.85
3420.458,35.85
3421.554,35.83
3422.651,35.81
3423.748,35.77
3424.845,35.81
3425.941,35.63
3427.038,35.75
3428.134,35.71
3429.23,35.71
3430.326,35.85
3431.438,35.83
3432.535,35.81
3433.632,35.77
3434.729,35.75
3435.826,35.77
3436.923,35.77
3438.02,35.81
3439.117,35.77
3440.214,35.81
3441.311,35.53
3442.408,35.63
3443.505,35.75
3444.602,35.89
3445.699,35.75
3446.796,35.81
3447.893,35.75
3448.99,35.75
3450.087,35.83
3451.184,35.75
3452.281,35.85
3453.378,35.97
3454.475,35.85
3455.572,35.81
3456.669,35.85
3457.766,35.71
3458.863,35.71
3459.962,35.93
3461.059,35.81
3462.156,35.85
3463.253,35.75
3464.35,35.85
3465.447,35.91
3466.558,35.91
3467.655,35.89
3468.752,35.93
3469.849,35.93
3470.946,35.91
3472.043,35.89
3473.14,35.91
3474.237,35.91
3475.335,35.99
3476.432,35.89
3477.529,35.81
3478.626,35.83
3479.723,35.91
3480.82,35.89
3481.917,35.97
3483.014,35.85
3484.111,35.81
3485.208,35.85
3486.305,35.89
3487.402,35.93
3488.499,35.89
3489.596,35.91
3490.693,35.89
3491.79,35.85
3492.887,35.89
3493.984,35.99
3495.081,35.89
3496.179,35.93
3497.282,35.77
3498.379,35.85
3499.476,35.83
3500.573,35.89
3501.685,35.83
3502.782,35.89
3503.879,35.85
3504.976,35.81
3506.074,35.89
3507.171,35.89
3508.268,35.83
3509.365,35.85
3510.462,35.81
3511.559,35.83
3512.656,35.83
3513.753,35.81
3514.85,35.89
3515.947,35.89
3517.044,35.83
3518.141,35.91
3519.238,35.91
3520.335,35.85
3521.432,35.77
3522.529,35.81
3523.626,35.81
3524.723,35.75
3525.82,35.75
